,Name,Price,Unit,Packet Size,Supermarket,Comparable Price
687,Bauernglück Rinder Hüftsteaks zum Braten oder für den Grill,5.69,100 Gramm,Packung 375 Gramm,aldi-nord,1.52
688,Kings Crown / Aldi Nord Manzanilla Grüne Oliven entsteint,0.69,100 ml,Glas 370 ML,aldi-nord,0.19
689,Misani Saure Sahne 10% Fett,0.35,100 Gramm,Becher 200 Gramm,aldi-nord,0.18
690,Wies Gart / Aldi Nord Trauben Direktsaft rot,1.19,100 ml,Getränkekarton 1 L,aldi-nord,0.119
691,River Cola,0.39,100 ml,Flasche Kunststoff 1500 ML,aldi-nord,0.026000000000000002
692,Milsani Creme Leicht Kräuter,0.49,100 Gramm,Becher 200 Gramm,aldi-nord,0.25
693,Cucina Mortadella Bologna,1.69,100 Gramm,Packung 150 Gramm,aldi-nord,1.13
694,Dr. Oetker Original Pudding Schokolade,0.99,100 Gramm,"Packung 133,5 Gramm",aldi-nord,0.74
695,Dr. Oetker Original Pudding Sahne Geschmack,0.99,100 Gramm,Packung 148 Gramm,aldi-nord,0.67
696,Schneekoppe Bio Dinkelmehl Vollkorn,1.75,100 Gramm,Packung 1 KG,aldi-nord,0.175
697,Schneekoppe bio Kokosöl,2.69,100 ml,Glas 250 ML,aldi-nord,1.08
698,Meine Metzgerei Frisches Hackfleisch gemischt,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,0.49800000000000005
699,"Kokett Recycling Toilettenpapier 3-lagig,  8 x 200 Blatt",2.15,Preis pro 1000 Blatt,Packung 1600 Blatt,aldi-nord,1.34
700,Zerbster Jagdwurst,4.49,100 Gramm,Folie 1000 Gramm,aldi-nord,0.449
701,Tillmans Spare Ribs mariniert und gegart,2.99,100 Gramm,Packung 300 Gramm,aldi-nord,0.9970000000000001
702,Feldsalat küchenfertig,1.09,100 Gramm,Packung 150 Gramm,aldi-nord,0.73
703,Leibniz Butterkeks,0.99,100 Gramm,Packung 200 Gramm,aldi-nord,0.5
704,Weihenstephan Frischer Fruchtquark Pfirsich Maracuja,1.39,100 Gramm,Becher 500 Gramm,aldi-nord,0.28
705,Weihenstephan Frischer Fruchtquark Vanille,1.39,100 Gramm,Becher 500 Gramm,aldi-nord,0.27799999999999997
706,Kölln Echte Kernige,0.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.198
707,Arla Buko Der Sahnige,0.88,100 Gramm,Packung 200  Gramm,aldi-nord,0.44
708,Ehrmann Almighurt Ananas,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,0.39
709,Ehrmann Almighurt Zitrone,0.59,100 Gramm,Becher 150 Gramm,aldi-nord,0.39
710,Dr. Oetker Vitalis Weniger süß Knusper Pur,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,0.465
711,Dr. Oetker Vitalis Knusper Schoko,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,0.465
712,Dr. Oetker Vitalis Knusper Müsli,2.79,100 Gramm,Packung 600 Gramm,aldi-nord,0.465
713,Dr. Oetker Paradies Creme Vanille Geschmack,0.89,100 Gramm,Packung 63 Gramm,aldi-nord,1.41
714,Dr. Oetker Paradies Creme Zitronen Geschmack,0.89,100 Gramm,Packung 78 Gramm,aldi-nord,1.14
715,Mon Cheri Piemont Kirsche,2.99,100 Gramm,"15 Stück, Packung 157 Gramm",aldi-nord,1.9
716,Storck Knoppers Milch-Haselnuss-Schnitte,1.89,100 Gramm,"Packung 200 Gramm, 8 x 25 g",aldi-nord,0.95
717,Balisto Müsli Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9 x 18,5 g",aldi-nord,1.08
718,Balisto Korn Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9 x 18,5 g",aldi-nord,1.08
719,Balisto Joghurt-Beeren-Mix,1.79,100 Gramm,"Packung 166.5 Gramm, 9",aldi-nord,1.08
720,Haribo Lakritz Konfekt,1.99,100 Gramm,Beutel 500 Gramm,aldi-nord,0.4
721,Fruchtoase Multivitamin Saft,0.85,100 ml,Getränkekarton 1 L,aldi-nord,0.08499999999999999
722,Aldi Nord Emmentaler am Stück,1.85,100 Gramm,Packung 400 Gramm,aldi-nord,0.46299999999999997
723,Prima Bio / Aldi Nord Bio Kräutertee 25 Aufgußbeutel a 2 g,1.39,100 Gramm,Packung 50 Gramm,aldi-nord,2.78
724,Aldi Nord Fruchtnektare light Orange-Mango-Guave-Zitrone,0.55,100 ml,Getränkekarton 1 L,aldi-nord,0.05500000000000001
725,Brotland Roggen Mischbrot am Stück - mit 32% Roggenmehl,0.69,100 Gramm,Beutel 1250 Gramm,aldi-nord,0.05500000000000001
726,Brotland Weizen Brötchen 5 Stück,0.85,Preis pro Stück,Beutel 5 Stück,aldi-nord,0.17
727,Tamara Konfitüre extra Erdbeer-Orange,0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
728,Aldi Nord Kaffeeweißer,0.69,100 Gramm,Glas 250 Gramm,aldi-nord,0.28
729,Bon Ri / Aldi Nord Milchreis,0.89,100 Gramm,Packung 260 Gramm,aldi-nord,0.34
730,Prima Bio Finnkorn Bio-Vollkorn-Toastbrötchen,1.69,100 Gramm,Glas 550 Gramm,aldi-nord,0.31
731,"Könecke Geflügelfleischwürstchen 6 Stück, im Saitling",0.25,100 Gramm,Beutel 50 Gramm,aldi-nord,0.5
732,Pottkieker Fix für Spaghetti Bolognese,0.25,100 Gramm,Beutel 50 Gramm,aldi-nord,0.5
733,Pottkieker Fix für Nudel Schinken Gratin,0.25,100 Gramm,Beutel 40 Gramm,aldi-nord,0.63
734,"Pottkieker Tomatensuppe Gärtnerin, 3 Teller",0.95,100 Gramm,Becher 250 Gramm,aldi-nord,0.38
735,Pottkieker Blumenkohl Broccoli Suppe 3 Teller,0.95,100 Gramm,Becher 250 Gramm,aldi-nord,0.38
736,Pottkieker Zwiebel Suppe 3 Teller,0.95,100 Gramm,Becher 150 Gramm,aldi-nord,0.63
737,Ofterdinger Zigeuner Salat mit Fleischbrät und Paprika,0.25,100 Gramm,Schale 100 Gramm,aldi-nord,0.25
738,Ofterdinger Lauch Salat mit Vorderschinken,0.55,100 ml,Getränkekarton 1 L,aldi-nord,0.05500000000000001
739,Ofterdinger Joghurt Puten Salat mit Curry,1.29,100 ml,Sprühflasche 750 ML,aldi-nord,0.172
740,Delikato / Aldi Nord Aal Filets,1.29,100 ml,Sprühflasche 750 ML,aldi-nord,0.172
741,Topic Creation der Saison Delikates Ragout mit Edelfisch in Kräutersauce,0.39,100 ml,Tube 125 ML,aldi-nord,0.31
742,Aldi Nord Multivitamin Nektar light,0.85,100 Gramm,Glas 250 Gramm,aldi-nord,0.34
743,Pottkieker Gemüse Brühe 8 x 1/2 Liter,0.35,Preis pro Stück,Packung 8 Stück,aldi-nord,0.04
744,"Frischpack Emmentaler gerieben, 45% Fett",1.59,100 Gramm,Packung 250 Gramm,aldi-nord,0.64
745,Pottkieker Cevapcici Reistopf mit Paprika,1.39,100 Gramm,Dose 800 Gramm,aldi-nord,0.174
746,Gut Drei Eichen Putenfleisch in Aspik mit Paprika,1.59,100 Gramm,Packung 200 Gramm,aldi-nord,0.8
747,VAKU Grill Haxe,2.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.5980000000000001
748,"Jacks Farm Hähnchen Medaillons Supreme, 4-5 Stück",3.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.798
749,Kornmark Mandelkuchen Pudding,1.19,100 Gramm,Rolle 300 Gramm,aldi-nord,0.4
750,Cuisinette Frischer Mürbeteig,1.59,100 Gramm,Glas 550 Gramm,aldi-nord,0.28900000000000003
751,Freihofer Gourmet Pfirsiche mit Mandel- & Amarettogeschmack,1.59,100 Gramm,Glas 550 Gramm,aldi-nord,0.28900000000000003
752,Freihofer Gourmet Pfirsiche mit Vanille,0.99,100 Gramm,Becher 200 Gramm,aldi-nord,0.5
753,"Ofterdinger Käse Salat herzhaft, mit Gurken und Paprika",1.29,100 Gramm,Packung 125 Gramm,aldi-nord,1.03
754,Freihofer Gourmet Leber Pastete mit Hirschfleisch,1.69,100 Gramm,Packung 200 Gramm,aldi-nord,0.85
755,Reinecke / Aldi Nord Donuts 4 Stück,0.45,100 Gramm,Packung 175 Gramm,aldi-nord,0.26
756,Pottkieker Beste Suppentöpfe Erbsen Topf mit Fleischbällchen,1.69,100 Gramm,Dose 800 Gramm,aldi-nord,0.211
757,"Mama Mancini Pizzeria Tonno Tonno, 2 x 365 g",2.59,100 Gramm,Packung 730 Gramm,aldi-nord,0.355
758,"Mama Mancini Pizzeria Hawaii Hawaii, 2 x 365 g",2.59,100 Gramm,Packung 730 Gramm,aldi-nord,0.35
759,Feinkäserei  Frischkäse Mini Rolle Ananas Mandel,0.99,100 Gramm,Packung 100 Gramm,aldi-nord,0.99
760,Feinkäserei  Frischkäse Mini Rolle mit Pfeffer,0.99,100 Gramm,Packung 100 Gramm,aldi-nord,0.99
761,"Grazil Fruchtjoghurt Pfirisch Maracuja, 4 x 150 g",0.89,100 Gramm,Packung 600 Gramm,aldi-nord,0.15
762,Houdek Mini Frikadellen nach Hausmacherart,1.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.398
763,Houdek Mini Frikadellen Fettreduziert,1.99,100 Gramm,Packung 450 Gramm,aldi-nord,0.442
764,Greece Griechisches Oliven-Öl,3.99,100 ml,Flasche Glas 0.75 L,aldi-nord,0.532
765,Fruchtoase Apfel Trauben Schwarzer Johannisbeer Fruchtnektar,1.19,100 ml,Pet-Flasche 1.5 L,aldi-nord,0.079
766,Reichsgraf Eierlikör Fässchen,0.99,100 Gramm,Beutel 150 Gramm,aldi-nord,0.66
767,"Jacks Farm Hähnchen Medaillons Hawaii, 4-5 Stück",3.99,100 Gramm,Packung 500 Gramm,aldi-nord,0.798
768,Bel Royal / Aldi Nord Edelmarzipan in Zartbitterschokolade,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,0.9
769,Oster Phantasie Marzipan Eier Classic,3.29,100 Gramm,Dose 500 Gramm,aldi-nord,0.66
770,Oster Phantasie Marzipan Eier Eierlikör,3.29,100 Gramm,Dose 500 Gramm,aldi-nord,0.66
771,Meierkamp Frucht Joghurt mild Schwarzkirsche,1.59,100 Gramm,Eimer 1 KG,aldi-nord,0.0
772,Goldähren Roggen Mischbrot geschnitten,0.99,100 Gramm,Beutel 1250 Gramm,aldi-nord,0.079
773,Böklunder Hähnchenbrust Filetstücke Mexiko pikant gewürzt,1.89,100 Gramm,Schale 150 Gramm,aldi-nord,1.26
774,Böklunder Hähnchenbrust Filetstücke Toskana mit Kräutern,1.89,100 Gramm,Schale 150 Gramm,aldi-nord,1.26
775,Sauels Aldi Nord Geflügel Paprika Lyoner 100% Geflügel,0.89,100 Gramm,Packung 200 Gramm,aldi-nord,0.45
776,Sauels Aldi Nord Geflügel Gutsherrenpastete,0.89,100 Gramm,Packung 200 Gramm,aldi-nord,0.45
777,Aldi Nord Grill Käse voller Weichkäsegeschmack,1.19,100 Gramm,Becher 400 Gramm,aldi-nord,0.298
778,Biscotto Kaffee Gebäck,2.39,100 Gramm,Folie 400 Gramm,aldi-nord,0.6
779,Biscotto Kaffee Gebäck,1.19,100 Gramm,Packung 340 Gramm,aldi-nord,0.35
780,Ofterdinger Schichtsalat mit Käse und Ei,1.19,100 Gramm,Packung 340 Gramm,aldi-nord,0.35
781,Biscotto Alt Holländische Tee Runde,1.89,100 Gramm,Folie 400 Gramm,aldi-nord,0.47300000000000003
782,Conradl Mon Cafe Rührkuchen Zitrone,1.89,100 Gramm,Folie 400 Gramm,aldi-nord,0.47300000000000003
783,Orient Spezialitäten Baklava,2.79,100 Gramm,Packung 200 Gramm,aldi-nord,1.4
784,Rolffes Hauchfein Excellence Premium Backschinken,1.69,100 Gramm,Packung 125 Gramm,aldi-nord,1.35
785,Biscotto Sommer Waffeln Vanille,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
786,Willms Handgemachter Hinterschinken,1.19,100 Gramm,Packung 205 Gramm,aldi-nord,0.58
787,Pure Fruit Pink Grapefruit Direktsaft,1.39,100 ml,Getränkekarton 1 L,aldi-nord,0.13899999999999998
788,Get it,1.09,100 Gramm,Packung 300 Gramm,aldi-nord,0.36
789,Lisani Räucher Nuss Schmelzkäsezubereitung in Scheiben,1.89,100 Gramm,Packung 250 Gramm,aldi-nord,0.76
790,Mertenbach Geflügelleberwurst,0.99,100 Gramm,Becher 175 Gramm,aldi-nord,0.57
791,Aldi Nord Käse für den Ofen Tomate Basilikum,1.59,100 Gramm,Packung 180 Gramm,aldi-nord,0.88
792,Aldi Nord BBQ Grill Käse Chili,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
793,Aldi Nord BBQ Grill Käse Kräuter,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
794,Mertenbach Schinken Zwiebelmettwurst,1.39,100 Gramm,Becher 200 Gramm,aldi-nord,0.7
795,Belgischer Bauernkäse Campagne,1.99,100 Gramm,Packung 200 Gramm,aldi-nord,1.0
796,Belgischer Vintagekäse Tradition,1.99,100 Gramm,Packung 180 Gramm,aldi-nord,1.11
797,"Molenland Gouda Holland mittelalt am Stück , 48% Fett i. Tr.",3.1,100 Gramm,Packung 518 Gramm,aldi-nord,0.5980000000000001
798,Hofburger Weichkäse Passion Gartenkräuter,1.99,100 Gramm,Folie 200 Gramm,aldi-nord,1.0
799,Hofburger Weichkäse Passion Cremig mild,1.99,100 Gramm,Folie 200 Gramm,aldi-nord,1.0
800,Orient Spezialitäten Zartes Hähnchenfleisch,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,0.5690000000000001
801,Orient Spezialitäten Geschnetzeltes vom Rind,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,0.5690000000000001
802,Orient Spezialitäten Gebratene Fleischröllchen,1.99,100 Gramm,Schale 350 Gramm,aldi-nord,0.5690000000000001
803,Kitchenette Chicken Tikka Masala,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,0.42300000000000004
804,Casale Parmigiano Reggiano,3.58,100 Gramm,Packung 211 Gramm,aldi-nord,1.7
805,Casa Morando Pasta Sauce Tomate Ricotta,1.19,100 Gramm,Beutel 400 ML,aldi-nord,0.0
806,Casa Morando Pasta Sauce Carbonara,1.19,100 Gramm,Beutel 400 Gramm,aldi-nord,0.298
807,Casa Morando Pasta Sauce Tomate Salsa,1.19,100 Gramm,Beutel 400 Gramm,aldi-nord,0.298
808,Hofburger Hauchfein Schnittkäse Tomate Basilikum,1.19,100 Gramm,Packung 100 Gramm,aldi-nord,1.19
809,Hofburger Hauchfein Schnittkäse Kräuter,1.19,100 Gramm,Packung 100 Gramm,aldi-nord,1.19
810,Ursi Sahne Traum Schoko,1.29,100 Gramm,Packung 400 Gramm,aldi-nord,0.32
811,Ursi Sahne Traum Karamell,1.29,100 Gramm,Packung 400 Gramm,aldi-nord,0.32
812,Milsa+ BiACtiv fettarmer Joghurt pur,0.75,100 Gramm,Packung 600 Gramm,aldi-nord,0.13
813,Reichsgraf Creme Kugeln Mandelcreme,1.39,100 Gramm,Packung 150 Gramm,aldi-nord,0.93
814,Reichsgraf Nürnberger Elisen Lebkuchen 3 fach Mischung,2.89,100 Gramm,Beutel 300 Gramm,aldi-nord,0.96
815,Freihofer Gourmet Macadamia im Schokomantel,2.79,100 Gramm,Dose 175 Gramm,aldi-nord,1.59
816,Tamara Konfitüre extra Himbeer Limone,0.95,100 Gramm,Glas 450 Gramm,aldi-nord,0.21
817,Vitalis /Aldi Nord Vitamin B12 Vital Kur Himbeere,6.99,Preis pro Stück,Packung 10 Stück,aldi-nord,0.7
818,Biscotto Apple Pie Cookies,0.79,100 Gramm,Packung 240 Gramm,aldi-nord,0.33
819,Feurich Kartoffelrings Paprika,0.99,100 Gramm,Dose 100 Gramm,aldi-nord,0.99
820,Gut Bio Bio Körnereck,1.49,100 Gramm,Packung 320 Gramm,aldi-nord,0.47
821,Freihofer Gourmet Premium Salat Rinderbraten,1.69,100 Gramm,Becher 150 Gramm,aldi-nord,1.13
822,Kitchenette Geflügel Lasagne,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,0.42300000000000004
823,Kitchenette Schweinegeschnetzeltes,1.69,100 Gramm,Packung 400 Gramm,aldi-nord,0.42300000000000004
824,Sontner Straciatella Quark mit Schokoraspeln Vanilla & Quark,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,0.23
825,Sontner Frucht Quark mit Schokoraspeln Kirsche,0.45,100 Gramm,Becher 200 Gramm,aldi-nord,0.23
826,Willms Fleisch Schweinefilet Medaillons,3.49,100 Gramm,Packung 400 Gramm,aldi-nord,0.873
827,Freihofer Gourmet Wildschwein Schinken,1.99,100 Gramm,Packung 80 Gramm,aldi-nord,2.49
828,Tremondi Chorizo,1.29,100 Gramm,Packung 100 Gramm,aldi-nord,1.29
829,Tremondi Salami Französische Art im schwarzen Pfeffermantel mit Comte Käse,1.29,100 Gramm,Packung 100 Gramm,aldi-nord,1.29
830,Quellbrunn plus Apfelgeschmack,1.29,100 ml,"Pack 3 L, 6 x 0,5l",aldi-nord,0.043
831,"Fair Cookies Haselnüsse, Cranberries & Vollmilchschokolade",1.79,100 Gramm,Packung 210 Gramm,aldi-nord,0.85
832,Biscotto Schoko Karamell Taler Vollmilchschokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,0.74
833,Biscotto Schoko Karamell Taler Zartbitterschokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,0.74
834,Biscotto Schoko Karamell Taler weiße Schokolade,1.19,100 Gramm,Packung 160 Gramm,aldi-nord,0.74
835,Delikato die Feine Salatcreme mit 29% Rapsöl,0.99,100 ml,Dosierflasche 500 ML,aldi-nord,0.198
836,Lutz Würstchen in zarter Eigenhaut,1.55,100 Gramm,Vakuum 300 Gramm,aldi-nord,0.52
837,Ursi Dessert Schoko Dessert mit Sahne,0.95,100 Gramm,"Becher 460 Gramm, 4 x 115g",aldi-nord,0.21
838,Könecke 5 Bockwürstchen 5 Stück,0.95,100 Gramm,Glas 380 Gramm,aldi-nord,0.25
839,Chateau Schoko & Keks Cappuccino,1.59,100 Gramm,Packung 300 Gramm,aldi-nord,0.53
840,Delikato Zigeuner Sauce,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,0.2
841,Delikato Salsa Sauce Medium,0.49,100 ml,Flasche Glas 250 ML,aldi-nord,0.2
842,Traders Joes Californische Trocken Pflaumen,2.19,100 Gramm,Dose 500 Gramm,aldi-nord,0.438
843,Traders Joes Vollkorn Knäcke Classic,0.55,100 Gramm,Packung 250 Gramm,aldi-nord,0.22
844,Pure Fruit Orangen Direktsaft 100% direkt gepresster Saft,1.49,100 ml,Getränkekarton 1 L,aldi-nord,0.149
845,Gut Bio Veggie Aufschitt 12 Scheiben,1.85,100 Gramm,Packung 120 Gramm,aldi-nord,1.54
846,Pure Fruit Grapefruit Direktsaft,1.49,100 ml,Getränkekarton 1 L,aldi-nord,0.149
847,Biscotto Brownie Cookies,0.79,100 Gramm,Packung 225 Gramm,aldi-nord,0.35
848,Gut Bio Schoko Amaranth Knusper-Müsli mit 11% Amaranth,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,0.49800000000000005
849,Mauritius Feinste Baumkuchen Spitzen mit Orangenlikör,1.19,100 Gramm,Packung 800 Gramm,aldi-nord,0.149
850,Aldi Nord Bayerische Stangerl,1.79,100 Gramm,Packung 150 Gramm,aldi-nord,1.19
851,Casa Morando Prosciutto Cotto,1.69,100 Gramm,Schale 300 Gramm,aldi-nord,0.56
852,Trader Joes Frische Salate Caesar mit Sylter Dressing,1.19,100 Gramm,Packung 100 Gramm,aldi-nord,1.19
853,Rolffes / Aldi Nord Pfefferschinken Delikatess Bratenaufschnitt,0.95,100 ml,Getränkekarton 1 L,aldi-nord,0.095
854,Sonniger Multivitamin Saft 100% Saftgehalt,0.49,100 ml,"Pet Flsche 0,75L",aldi-nord,0.065
855,Wies Gart / Aldi Nord Activ Schorle Pfirsich Melonen Geschmack,1.59,100 Gramm,Becher 175 Gramm,aldi-nord,0.91
856,River Orange,0.39,100 ml,Flasche Kunststoff 1500 ML,aldi-nord,0.026000000000000002
857,Casa Morando Antipasti Creme Mango Chili,1.39,100 Gramm,Schale 150 Gramm,aldi-nord,0.93
858,Hofburger Maasdamer,1.89,100 Gramm,Packung 300 Gramm,aldi-nord,0.63
859,Le Gusto Basmati Reis Spitzenqualität,2.39,100 Gramm,Packung 1000 Gramm,aldi-nord,0.23900000000000002
860,"Chateau Schoko Knusper Riegel Vollmilch, 10 Stück",1.09,100 Gramm,Packung 180 Gramm,aldi-nord,0.61
861,Kiona Creme Seife Wilde Feige,0.75,100 ml,Spenderflasche 500 ML,aldi-nord,0.15
862,Milsa Speisequark Magerquark,0.67,100 Gramm,Becher 500 Gramm,aldi-nord,0.134
863,Milsani Reine Buttermilch,0.35,100 Gramm,Becher 500 Gramm,aldi-nord,0.06999999999999999
864,Bauernglück Frische Putenschnitzel,3.59,100 Gramm,Kunststoffschale 500 Gramm,aldi-nord,0.718
865,Bon-Ri Basmati Reis Spitzenqualität,2.39,100 Gramm,Packung 1000 Gramm,aldi-nord,0.23900000000000002
866,Bauernglück Minutensteak aus Schweinelachs,2.89,100 Gramm,Packung 400 Gramm,aldi-nord,0.7230000000000001
867,Bauernglück Frische Bratwurst Grob,1.59,100 Gramm,Packung 400 Gramm,aldi-nord,0.398
868,Bauernglück Schweinekoteletts mit Knochen,3.89,100 Gramm,Packung 700 Gramm,aldi-nord,0.5559999999999999
869,Bauernglück Hackfleisch gemischt,2.29,100 Gramm,Packung 500 Gramm,aldi-nord,0.458
870,Bauernglück Rinderhackfleisch,2.69,100 Gramm,Packung 500 Gramm,aldi-nord,0.538
871,"Aldi Nord Holland Gouda mittelalt in Scheiben, 48% Fett i. Tr.",0.99,100 Gramm,Glas 450 Gramm,aldi-nord,0.22
872,Tamara Konfitüre extra Pflaume Kirsche 50% Frucht,2.49,100 Gramm,Packung 500 Gramm,aldi-nord,0.49800000000000005
873,Jacks Farm Hähnchen Chicken Chips,1.39,100 Gramm,Packung 150 Gramm,aldi-nord,0.93
874,Freihofer Gourmet Vitello Tonnato,1.69,100 Gramm,Packung 180 Gramm,aldi-nord,0.94
875,Wiltmann Leber Pastete mit Hirschfleisch,1.69,100 Gramm,Packung 180 Gramm,aldi-nord,0.94
876,Aldi Nord Grill Käse Kräuter,1.99,100 Gramm,Packung 125 Gramm,aldi-nord,1.59
877,Hofburger Ziegenkäse Bockhornklee,1.99,100 Gramm,Packung 125 Gramm,aldi-nord,1.59
878,Hofburger Ziegenkäse Natur,1.99,100 Gramm,Packung 150 Gramm,aldi-nord,1.33
879,Gut Bio Frischkäse Pur,5.99,100 Gramm,Packung 250 Gramm,aldi-nord,2.4
880,Gut Bio Frischkäse Wiesenkräuter,3.29,100 Gramm,Packung 100 Gramm,aldi-nord,3.29
881,Gut Bio Bio Lachsfilet,3.35,100 Gramm,Packung 671 Gramm,aldi-nord,0.499
882,Gut Bio Räucherlachs,1.69,100 Gramm,Packung 180 Gramm,aldi-nord,0.94
883,Meine Metzgerei / Aldi Entenschenkel mit Rückenstück frisch,2.39,100 Gramm,Packung 200 Gramm,aldi-nord,1.2
884,Hofburger Käse für den Ofen fein würzig,2.39,100 Gramm,Packung 200 Gramm,aldi-nord,1.2
885,Storck Merci Finest Selection Herbe Vielfalt,5.99,100 Gramm,Packung 200 Gramm,aldi-nord,3.0
886,Storck Merci Finest Selection Helle Vielfalt,1.99,100 Gramm,Packung 400 Gramm,aldi-nord,0.49800000000000005
887,Golden Seafood Bio Lachs,2.49,100 Gramm,Packung 400 Gramm,aldi-nord,0.623
888,Mama Mancini Holzofen Pizza Italienisch Fantasia,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
889,Gourmet Finest Cuisine Pasta Burrata & Garnelen Pasta,2.99,100 Gramm,Packung 250 Gramm,aldi-nord,1.2
890,Sölde Geflügel Bierschinken,0.99,100 Gramm,Packung 150 Gramm,aldi-nord,0.66
891,Casa Morando Tapas Aprikosen in Bacon,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,1.79
892,Casa Morando Tapas Pflaumen in Bacon,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,1.79
893,Casa Morando Tapas Datteln in Bacon,1.79,100 Gramm,Packung 100 Gramm,aldi-nord,1.79
894,Gut Bio Orangensaft,1.59,100 ml,Getränkekarton 1 L,aldi-nord,0.159
895,Fair Orangensaft,1.29,100 ml,Getränkekarton 1 L,aldi-nord,0.129
896,Fair Multivitamin Nektar,1.29,100 ml,Getränkekarton 1 L,aldi-nord,0.129
897,Nordholmer Fisch Fass Bratheringsfilets,3.89,100 Gramm,Packung 150 Gramm,aldi-nord,2.59
898,Nordholmer Fisch Fass Bratherings Taler,3.29,100 Gramm,Packung 250 Gramm,aldi-nord,1.32
899,Nordholmer Fisch Fass Zwiebel Heringsfilet,2.59,100 Gramm,Packung 120 Gramm,aldi-nord,2.16
900,Rookhus Sockeye Wildlachs,2.59,100 Gramm,Packung 120 Gramm,aldi-nord,2.16
901,Rookhus Geräucherte Makrele ganz,1.79,100 Gramm,Packung 290 Gramm,aldi-nord,0.62
902,delikato Surimi Sticks mit Cocktail Dip,1.79,100 Gramm,Packung 200 Gramm,aldi-nord,0.9
903,Asia Green Garden Sushi Box,4.79,100 Gramm,Box 315 Gramm,aldi-nord,1.52
904,Asia Green Garden Sushi Roll Box,2.59,100 Gramm,Box 200 Gramm,aldi-nord,1.3
905,Landbeck / Aldi Nord Wiener Würstchen Käse Paprika,1.99,100 Gramm,Packung 255 Gramm,aldi-nord,0.78
906,Nordholmer Fisch Buffet Premium Matjesfilets Nordischer Art mit Hausfrauensauce,1.99,100 Gramm,Packung 255 Gramm,aldi-nord,0.78
907,Nordholmer Fisch Buffet Premium Matjesfilets Nordischer Art mit Honig Senf Sauce,4.49,100 Gramm,Packung 500 Gramm,aldi-nord,0.9
908,Golden Seafood Regenbogenforelle frisch,2.99,100 Gramm,Packung 100 Gramm,aldi-nord,2.99
909,Gourmet Heilbutt kalt geräuchert,12.99,100 Gramm,Packung 1000 Gramm,aldi-nord,1.299
910,Gourmet Frisches Entenbrustfilet,4.29,100 Gramm,Packung 550 Gramm,aldi-nord,0.78
911,Traders Joes Pulled Pork mariniert,1.29,100 Gramm,Tafel 100 Gramm,aldi-nord,1.29
912,Fair Dunkle Schweizer Bio Schokolade,1.29,100 Gramm,Tafel 100 Gramm,aldi-nord,1.29
913,Fair Schweizer Bio Alpenmilch Schokolade,0.99,100 Gramm,Packung 250 Gramm,aldi-nord,0.4
914,Biscotto Sommer Waffeln Zimt,5.59,100 Gramm,Packung 400 Gramm,aldi-nord,1.3980000000000001
915,Gourmet Finest Cuicine Käsefondue,0.85,100 Gramm,Beutel 500 Gramm,aldi-nord,0.16999999999999998
916,Gourmet Finest Cuicine Prosciutto Cotto al Tartufo,2.29,100 Gramm,Packung 500 Gramm,aldi-nord,0.458
917,Gourmet Finest Cuicine Vitel Tonne,0.89,100 ml,Getränkekarton 300 ML,aldi-nord,0.3
918,Gourmet Finest Cucine Zanderfilets,1.45,100 Gramm,Becher 500 Gramm,aldi-nord,0.29
919,Gourmet Finest Cuicine Echter Kaviar,1.39,100 Gramm,Packung 200 Gramm,aldi-nord,0.7
920,Pastini Echte Schwäbische Eierspätzle mit frischen Eiern,1.09,100 Gramm,Beutel 400 Gramm,aldi-nord,0.273
921,Klaus / Aldi Nord Chickn Chips Hähnchen,1.09,100 Gramm,Beutel 400 Gramm,aldi-nord,0.273
922,Delikato Feine Sauce Pfeffer-Sahne,3.79,Preis pro Stück,Packung 150 Stück,aldi-nord,0.03
